its awesome  .
Excellent media center, worth $300 alone to store all of your media content on (DVD's, pictures, music, etc) as well as play BD.; I do not know of any; again I did not buy this unit as a gaming machine. I bought it for the BD player and the media center potential. As for games, I will let the others flame each other back and forth about that.
great unit, cheaper, smaller, lighter uses less power then the old one, fan noise is the same, it gets warm but thats normal, neither the slim or my old one ever overheated!. 120gb hdd standard, hdd upgrade easy if needed, vastly improved wifi range!; the old one looked better,but its not like that matters much as one generally looks at the tv while playing or watching or surfing etc. not stable vertically without a stand! stand not here yet and is slightly overpriced, solution? have it flat :)
the ps3 is better that any other system i have played about every game for 360 and for ps3 and truly ps3 is way better at everything 360 only sold more becuse of its 1 year head start and ps3 still is about to beat 360 ps3 4 life; online sometime lags hardly though only when there is to much people
The BIG Pro is that the price went down. It is energy efficient which doesn't heat it up at all. It is lighter, smaller and has a nice design and easy access to the hard drive.; It is not as shiny as before although in order to have such a low price you must pay the price.
The PS3 is a tempting package: it?s a Blu-Ray / DVD player, web browser, multimedia streamer, and gaming machine. Over two years I have enjoyed the multimedia functions.; Avoid the PS3. Your disc drive will break within 2.5 years and Sony will charge you $155 Canadian to get it fixed.Out of the 4 friends who have bought the PS3, 3 of their disc drives are defective!
I love that it uses less power, so much more quiet and the only heat is from the back (not as much as the older model) and a lot less.; I was unhappy to find out that it does not play SACD discs. I can live without playing PS2 games, but not being able to play SACD discs is a real downer.
Had to call dell and speak with a rep to get the code applied. Plugging it in will not work. Shipping is free and you have to pay tax. Not bulky, noisy, or an energy hog like the PS3 unit I used to have (it was stolen).; Games are expensive.
It's all nice and conveniently smaller, it almost makes me thing of the PS2.. It's just as the current PS3, in performance and capabilities.... It uses less energy.. so it claims...; It only has 2 USB ports, it would have been nice to have 2 more at the back.... Unless Sony is planning to keep producing the PS2 system, why don't they upgrade to an all backward compatible system ?. No IR sensor.... No vertical stand
-Great blu ray player. -Incredible gaming console with a huge game library and more games coming out. -Integrated wifi and power supply. -Same great features as the old ps3's. -Stunning design and very compact. -Great value!!!. -And much more; -PSN still needs some improvement compared to Xbox Live. -Needs IR for universal remotes. -Maybe it should have MORE unique features. -Include the vertical stand!!!. -Would like backwards compatiblity
1 Normal powercord. 2. Quiter than the 360. 3. built in wifi is a pro and a con. No upgrade to N is possible. 4. Blu Ray is a huge plus - the only reason I bought it honestly; 1. Controller sucks compared to the 360 - no removable batteries, too small, no KB, no headset to the controller. 2. PS console menu / online sucks compared to the 360's Xbox Live.. 3. All hardware is more expensive than the 360 equivelent
- $300, while many standalone blu-ray players go for $250. - $300, now instantly competes 360 in terms of price. N. Now the $250 for a Wii doesn't look so cheap anymore?. - A slimmer PS3, minus a few features(mentioned in cons)...for $100 cheaper...; -No B/C but hey it's not necessity while I have a functioning PS2.. Many people are over-reacted far too much over this feature. Do yourself a favor and purchase a used PS2 for chump-change.. -The ability to install custom OS has been removed
Compact quiet and easy to move. Much better price!. Awesome system with lots of fun games. Blu-ray movies and rentals off the same system. loads of add on content online for various games. A fair amount of customization options for the UI; Not backwards compatible with PS2.... While $300 is a good price its now on average with other consoles. Games still typically go for 50-60 dollars per. only two USB ports
blu-ray,awesome exclusives,Its lighter and smaller than the "fat PS3" It is very quiet,It has better graphics than the Xbox 360,only 300 bucks now,it has a great value,Its power brick is built in,dosent have a high failure rate like the Xbox 360.; No backwards compatibility with PS2 and PS1 games. Only 2 usb ports, No Media card reader built in. No IR Port. But even with those small amount of cons, the pros totally outwiegh the number of cons. The cons are only minor complaints.
Just the fact that is capable of playing Blu-ray is worth the purchase of this system. That is exactly why I bought mine over a year ago. Blu-Ray movies have been comming done in price and you can even get some newer titles at BJs for 10 bucks. I; Not many just a matter of opinion of what is really important to you.. You have to buy media server software to stream videos from NetFlix
1. Competitive price. 2. Bu-Ray player. 3. Built in Wi-fi. 4. free online multiplayer and PlayStation store. 5. Huge library of exclusive games. 6. HDMI port. 7. 120GB Hard Drive (+swapping it with a bigger HDD won't void warranty); The only 2 cons that I could think of with the PS3 were. 1. High price. 2. Big physical size. 3. No PS2 backwards compatibility. But now with the slim, the first 2 issues have been alleviated.
Swapping out hard drives is easy as pie ?takes upward of 60 seconds. The Blu-ray is stunning and really the combo of game/blu-ray player make this thing unbeatable. And remember, this thing is 1080P not 720 like Xbox.; The Xbox has a better user interface but that only matters to hardcore gamers and it is software ?meaning PS3 could get better as it already has with updates.
Excellent gameconsole w/ great games: Equal to XBox360 for some, but better than XB for other games. But also the best Blu-ray player on the market. Supports DLNA for multimedia streaming of Hulu/Netflix. Price was the only real barrier, now gone.; Lack of PS2 Backwards compatibility is lame. I find Sony's attitude on this simply arrogant. Yes, it does matter folks. But it still plays PS1 games and better than a PS1 can on today's HDTVs,; I own lots of these and NO PS2 games, so works for me.
Built in Wi-Fi. Blu-Ray Player. Games are stored on Blu-Rays (that don't scratch like DVDs). nVIDIA RSX powers the graphics and is more piwerful than xbox360. Cell-BE processor is built for speed and video. 120GB HDD is big. Most of all - it's SONY!; PSN maybe insn't as good as XBOX Live - but it is free. Playstation Home has not yet reached its potential. Only 2 USB Ports and one is taken up by move (but can buy more ports)
Wi-Fi, Xbox appears cheaper, but with add-ons , Xbox ends up more expensive, for a comparable console but no Blu-ray. Live is better, but I would rather save the 50 bucks. PS3 sleek and modern, Xbox 360 like an amoeba.; Cons:. 1. Controller - still prefer Xbox's, but a pretty minor issue IMO.. 2. online gaming still not as well-developed as Xbox Live.. 5. A lot of games available on both consoles look noticeably better on 360. Why?. 4, No Halo - I love Halo.
The downgrade in price and the hike in Gbs is great. I found that the slim ps2 wasnt truly slim with the flip top design u couldnt fit it in a tighter spot, u wouldnt be able to get the game in. the ps3 keeps the same design just compacted.; Something not mentioned so far is the buttons. I liked the touch pad on the fat ps3. and the ever popular no b/c, but the only reason is for god of war. playstation network could fix that by making it a download.
I own all the 'next-gen' systems, and in my view the PS3 is the best on the market for the money. The PS3 is best Blu-ray player on the market, has built-in WiFi, free on-line play, runs silently, and has a great collection of must-have games.; There is no backwards compatibility with the PS2 library. But honestly, now that we've made the leap to 'next-gen' HD gaming, I find it hard to go back and play the older games. Still, it would be nice to have the option.
